County ,County Type,Rating Area,Issuer Name,Plan Type,Unemployment denominator,Unemployment numerator,Uninsured adult  numerator,Uninsured adult denominator,Uninsured children denominator,Uninsured children numerator,Primarycare physicians numerator,Primarycare physicians denominator,Median family income,Median household income,Population,Per capita income,Couple 1 child Age 21,Couple 1 child Age 30,Couple 1 child Age 40,Couple 1 child Age 50,Couple 2 children Age 21,Couple 2 children Age 30,Couple 2 children Age 40,Couple 2 children Age 50,Couple 3 or more Children Age 21,Couple 3 or more Children Age 30,Couple 3 or more Children Age 40,Couple 3 or more Children Age 50,Drug Deductible - family - standard,Drug Deductible - individual - standard,Drug Maximum Out of Pocket - Family  - standard,Drug Maximum Out of Pocket - individual - standard,Emergency Room  - standard,Fips,Generic Drugs - standard,Individual 1 child Age 21,Individual 1 child Age 30,Individual 1 child Age 40,Individual 1 child Age 50,Individual 2 children Age 21,Individual 2 children Age 30,Individual 2 children Age 40,Individual 2 children Age 50,Individual 3 or more children Age 21,Individual 3 or more children Age 30,Individual 3 or more children Age 40,Individual 3 or more children Age 50,Inpatient Facility  - standard,Inpatient Physician - standard,Medical Deductible - individual - standard,Medical Deductible -family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Non-preferred Brand Drugs - standard,Preferred Brand Drugs - standard,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Child,Premium Couple 21,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,Primary Care Physician  - standard,Specialist  - standard,Specialty Drugs - standard,Quality of life(Quartile),Quality of life(Rank),clinicalcare(Quartile),clinicalcare(Rank),healthbehavior(Rank),healthbehaviour(Quartile),physical(Quartile),physical(Rank),socioeconomic(Quartile),socioeconomic(Rank),Length of life(Quartile),Length of life(Rank)
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,832.66,917.95,1008.33,1329.38,1033.32,1118.61,1209,1530.04,1233.98,1319.28,1409.65,1730.7,0,0,Included in Medical,Included in Medical,500,17009,5,516.66,559.3,604.5,765.02,717.31,759.97,805.16,965.68,917.98,960.63,1005.81,1166.34,25,25,750,1,6,12,25,25,316,331.16,358.65,403.84,564.36,857.6,200.66,632,717.3,807.68,1128.72,1715.2,25,35,25,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,832.66,917.95,1008.33,1329.38,1033.32,1118.61,1209,1530.04,1233.98,1319.28,1409.65,1730.7,0,0,Included in Medical,Included in Medical,500,17017,5,516.66,559.3,604.5,765.02,717.31,759.97,805.16,965.68,917.98,960.63,1005.81,1166.34,25,25,750,1,6,12,25,25,316,331.16,358.65,403.84,564.36,857.6,200.66,632,717.3,807.68,1128.72,1715.2,25,35,25,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,832.66,917.95,1008.33,1329.38,1033.32,1118.61,1209,1530.04,1233.98,1319.28,1409.65,1730.7,0,0,Included in Medical,Included in Medical,500,17017,5,516.66,559.3,604.5,765.02,717.31,759.97,805.16,965.68,917.98,960.63,1005.81,1166.34,25,25,750,1,6,12,25,25,316,331.16,358.65,403.84,564.36,857.6,200.66,632,717.3,807.68,1128.72,1715.2,25,35,25,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,832.66,917.95,1008.33,1329.38,1033.32,1118.61,1209,1530.04,1233.98,1319.28,1409.65,1730.7,0,0,Included in Medical,Included in Medical,500,17001,5,516.66,559.3,604.5,765.02,717.31,759.97,805.16,965.68,917.98,960.63,1005.81,1166.34,25,25,750,1,6,12,25,25,316,331.16,358.65,403.84,564.36,857.6,200.66,632,717.3,807.68,1128.72,1715.2,25,35,25,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Coventry Health Care,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,457.2,504.04,553.66,729.94,567.38,614.22,663.84,840.12,677.56,724.4,774.02,950.3,0,0,Included in Medical,Included in Medical,500,17009,15,283.69,307.11,331.92,420.06,393.87,417.29,442.1,530.24,504.05,527.47,552.28,640.42,500,30,5,11,6,12,75,45,173.51,181.83,196.93,221.74,309.88,470.89,110.18,347.02,393.86,443.48,619.76,941.78,15,75,30,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Coventry Health Care,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,457.2,504.04,553.66,729.94,567.38,614.22,663.84,840.12,677.56,724.4,774.02,950.3,0,0,Included in Medical,Included in Medical,500,17009,15,283.69,307.11,331.92,420.06,393.87,417.29,442.1,530.24,504.05,527.47,552.28,640.42,500,30,5,11,6,12,75,45,173.51,181.83,196.93,221.74,309.88,470.89,110.18,347.02,393.86,443.48,619.76,941.78,15,75,30,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Coventry Health Care,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,457.2,504.04,553.66,729.94,567.38,614.22,663.84,840.12,677.56,724.4,774.02,950.3,0,0,Included in Medical,Included in Medical,500,17017,15,283.69,307.11,331.92,420.06,393.87,417.29,442.1,530.24,504.05,527.47,552.28,640.42,500,30,5,11,6,12,75,45,173.51,181.83,196.93,221.74,309.88,470.89,110.18,347.02,393.86,443.48,619.76,941.78,15,75,30,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Coventry Health Care,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,457.2,504.04,553.66,729.94,567.38,614.22,663.84,840.12,677.56,724.4,774.02,950.3,0,0,Included in Medical,Included in Medical,500,17017,15,283.69,307.11,331.92,420.06,393.87,417.29,442.1,530.24,504.05,527.47,552.28,640.42,500,30,5,11,6,12,75,45,173.51,181.83,196.93,221.74,309.88,470.89,110.18,347.02,393.86,443.48,619.76,941.78,15,75,30,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Coventry Health Care,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,457.2,504.04,553.66,729.94,567.38,614.22,663.84,840.12,677.56,724.4,774.02,950.3,0,0,Included in Medical,Included in Medical,500,17001,15,283.69,307.11,331.92,420.06,393.87,417.29,442.1,530.24,504.05,527.47,552.28,640.42,500,30,5,11,6,12,75,45,173.51,181.83,196.93,221.74,309.88,470.89,110.18,347.02,393.86,443.48,619.76,941.78,15,75,30,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,724.69,798.96,877.6,1157.04,899.33,973.6,1052.24,1331.67,1073.98,1148.24,1226.88,1506.32,0,0,Included in Medical,Included in Medical,500,17009,15,449.66,486.8,526.12,665.83,624.3,661.44,700.76,840.48,798.94,836.07,875.4,1015.11,30,30,5,10,6,12,30,40,275.02,288.23,312.16,351.48,491.2,746.42,174.64,550.05,624.32,702.96,982.4,1492.84,25,35,30,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,724.69,798.96,877.6,1157.04,899.33,973.6,1052.24,1331.67,1073.98,1148.24,1226.88,1506.32,0,0,Included in Medical,Included in Medical,500,17009,15,449.66,486.8,526.12,665.83,624.3,661.44,700.76,840.48,798.94,836.07,875.4,1015.11,30,30,5,10,6,12,30,40,275.02,288.23,312.16,351.48,491.2,746.42,174.64,550.05,624.32,702.96,982.4,1492.84,25,35,30,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,724.69,798.96,877.6,1157.04,899.33,973.6,1052.24,1331.67,1073.98,1148.24,1226.88,1506.32,0,0,Included in Medical,Included in Medical,500,17017,15,449.66,486.8,526.12,665.83,624.3,661.44,700.76,840.48,798.94,836.07,875.4,1015.11,30,30,5,10,6,12,30,40,275.02,288.23,312.16,351.48,491.2,746.42,174.64,550.05,624.32,702.96,982.4,1492.84,25,35,30,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,724.69,798.96,877.6,1157.04,899.33,973.6,1052.24,1331.67,1073.98,1148.24,1226.88,1506.32,0,0,Included in Medical,Included in Medical,500,17017,15,449.66,486.8,526.12,665.83,624.3,661.44,700.76,840.48,798.94,836.07,875.4,1015.11,30,30,5,10,6,12,30,40,275.02,288.23,312.16,351.48,491.2,746.42,174.64,550.05,624.32,702.96,982.4,1492.84,25,35,30,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,724.69,798.96,877.6,1157.04,899.33,973.6,1052.24,1331.67,1073.98,1148.24,1226.88,1506.32,0,0,Included in Medical,Included in Medical,500,17001,15,449.66,486.8,526.12,665.83,624.3,661.44,700.76,840.48,798.94,836.07,875.4,1015.11,30,30,5,10,6,12,30,40,275.02,288.23,312.16,351.48,491.2,746.42,174.64,550.05,624.32,702.96,982.4,1492.84,25,35,30,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,840.91,927.09,1018.35,1342.59,1043.56,1129.74,1221,1545.24,1246.21,1332.39,1423.65,1747.89,0,0,Included in Medical,Included in Medical,500,17009,10,521.78,564.87,610.5,772.62,724.43,767.52,813.15,975.27,927.08,970.17,1015.8,1177.92,25,25,750,1,4,9,25,25,319.13,334.45,362.22,407.85,569.97,866.12,202.65,638.26,724.44,815.7,1139.94,1732.24,25,35,25,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,840.91,927.09,1018.35,1342.59,1043.56,1129.74,1221,1545.24,1246.21,1332.39,1423.65,1747.89,0,0,Included in Medical,Included in Medical,500,17009,10,521.78,564.87,610.5,772.62,724.43,767.52,813.15,975.27,927.08,970.17,1015.8,1177.92,25,25,750,1,4,9,25,25,319.13,334.45,362.22,407.85,569.97,866.12,202.65,638.26,724.44,815.7,1139.94,1732.24,25,35,25,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,840.91,927.09,1018.35,1342.59,1043.56,1129.74,1221,1545.24,1246.21,1332.39,1423.65,1747.89,0,0,Included in Medical,Included in Medical,500,17017,10,521.78,564.87,610.5,772.62,724.43,767.52,813.15,975.27,927.08,970.17,1015.8,1177.92,25,25,750,1,4,9,25,25,319.13,334.45,362.22,407.85,569.97,866.12,202.65,638.26,724.44,815.7,1139.94,1732.24,25,35,25,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,840.91,927.09,1018.35,1342.59,1043.56,1129.74,1221,1545.24,1246.21,1332.39,1423.65,1747.89,0,0,Included in Medical,Included in Medical,500,17017,10,521.78,564.87,610.5,772.62,724.43,767.52,813.15,975.27,927.08,970.17,1015.8,1177.92,25,25,750,1,4,9,25,25,319.13,334.45,362.22,407.85,569.97,866.12,202.65,638.26,724.44,815.7,1139.94,1732.24,25,35,25,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,840.91,927.09,1018.35,1342.59,1043.56,1129.74,1221,1545.24,1246.21,1332.39,1423.65,1747.89,0,0,Included in Medical,Included in Medical,500,17001,10,521.78,564.87,610.5,772.62,724.43,767.52,813.15,975.27,927.08,970.17,1015.8,1177.92,25,25,750,1,4,9,25,25,319.13,334.45,362.22,407.85,569.97,866.12,202.65,638.26,724.44,815.7,1139.94,1732.24,25,35,25,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,768.74,847.52,930.93,1227.35,954,1032.78,1116.19,1412.62,1139.26,1218.04,1301.46,1597.87,0,0,Included in Medical,Included in Medical,500,17009,15,477,516.39,558.09,706.31,662.26,701.65,743.35,891.56,847.52,886.91,928.61,1076.83,30,30,2,5,6,12,30,40,291.74,305.74,331.13,372.84,521.04,791.78,185.26,583.48,662.26,745.68,1042.09,1583.56,25,50,30,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,768.74,847.52,930.93,1227.35,954,1032.78,1116.19,1412.62,1139.26,1218.04,1301.46,1597.87,0,0,Included in Medical,Included in Medical,500,17009,15,477,516.39,558.09,706.31,662.26,701.65,743.35,891.56,847.52,886.91,928.61,1076.83,30,30,2,5,6,12,30,40,291.74,305.74,331.13,372.84,521.04,791.78,185.26,583.48,662.26,745.68,1042.09,1583.56,25,50,30,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,768.74,847.52,930.93,1227.35,954,1032.78,1116.19,1412.62,1139.26,1218.04,1301.46,1597.87,0,0,Included in Medical,Included in Medical,500,17017,15,477,516.39,558.09,706.31,662.26,701.65,743.35,891.56,847.52,886.91,928.61,1076.83,30,30,2,5,6,12,30,40,291.74,305.74,331.13,372.84,521.04,791.78,185.26,583.48,662.26,745.68,1042.09,1583.56,25,50,30,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,768.74,847.52,930.93,1227.35,954,1032.78,1116.19,1412.62,1139.26,1218.04,1301.46,1597.87,0,0,Included in Medical,Included in Medical,500,17017,15,477,516.39,558.09,706.31,662.26,701.65,743.35,891.56,847.52,886.91,928.61,1076.83,30,30,2,5,6,12,30,40,291.74,305.74,331.13,372.84,521.04,791.78,185.26,583.48,662.26,745.68,1042.09,1583.56,25,50,30,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,768.74,847.52,930.93,1227.35,954,1032.78,1116.19,1412.62,1139.26,1218.04,1301.46,1597.87,0,0,Included in Medical,Included in Medical,500,17001,15,477,516.39,558.09,706.31,662.26,701.65,743.35,891.56,847.52,886.91,928.61,1076.83,30,30,2,5,6,12,30,40,291.74,305.74,331.13,372.84,521.04,791.78,185.26,583.48,662.26,745.68,1042.09,1583.56,25,50,30,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,575.65,634.65,697.11,919.07,714.38,773.38,835.83,1057.8,853.1,912.1,974.56,1196.53,0,0,Included in Medical,Included in Medical,40,17009,10,357.19,386.69,417.91,528.9,495.91,525.41,556.65,667.63,634.65,664.15,695.37,806.35,40,40,6,12,6,12,40,40,218.46,228.95,247.96,279.19,390.17,592.9,138.72,436.92,495.92,558.38,780.34,1185.8,30,40,40,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,575.65,634.65,697.11,919.07,714.38,773.38,835.83,1057.8,853.1,912.1,974.56,1196.53,0,0,Included in Medical,Included in Medical,40,17009,10,357.19,386.69,417.91,528.9,495.91,525.41,556.65,667.63,634.65,664.15,695.37,806.35,40,40,6,12,6,12,40,40,218.46,228.95,247.96,279.19,390.17,592.9,138.72,436.92,495.92,558.38,780.34,1185.8,30,40,40,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,575.65,634.65,697.11,919.07,714.38,773.38,835.83,1057.8,853.1,912.1,974.56,1196.53,0,0,Included in Medical,Included in Medical,40,17017,10,357.19,386.69,417.91,528.9,495.91,525.41,556.65,667.63,634.65,664.15,695.37,806.35,40,40,6,12,6,12,40,40,218.46,228.95,247.96,279.19,390.17,592.9,138.72,436.92,495.92,558.38,780.34,1185.8,30,40,40,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,575.65,634.65,697.11,919.07,714.38,773.38,835.83,1057.8,853.1,912.1,974.56,1196.53,0,0,Included in Medical,Included in Medical,40,17017,10,357.19,386.69,417.91,528.9,495.91,525.41,556.65,667.63,634.65,664.15,695.37,806.35,40,40,6,12,6,12,40,40,218.46,228.95,247.96,279.19,390.17,592.9,138.72,436.92,495.92,558.38,780.34,1185.8,30,40,40,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,575.65,634.65,697.11,919.07,714.38,773.38,835.83,1057.8,853.1,912.1,974.56,1196.53,0,0,Included in Medical,Included in Medical,40,17001,10,357.19,386.69,417.91,528.9,495.91,525.41,556.65,667.63,634.65,664.15,695.37,806.35,40,40,6,12,6,12,40,40,218.46,228.95,247.96,279.19,390.17,592.9,138.72,436.92,495.92,558.38,780.34,1185.8,30,40,40,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,881.67,972.01,1067.71,1407.65,1094.14,1184.48,1280.18,1620.12,1306.61,1396.94,1492.65,1832.59,0,0,Included in Medical,Included in Medical,500,17009,10,547.07,592.24,640.09,810.06,759.54,804.71,852.56,1022.53,972.01,1017.18,1065.03,1235,750,25,750,1,3,6,75,35,334.6,350.66,379.77,427.62,597.59,908.09,212.47,669.2,759.54,855.24,1195.18,1816.18,20,75,25,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,881.67,972.01,1067.71,1407.65,1094.14,1184.48,1280.18,1620.12,1306.61,1396.94,1492.65,1832.59,0,0,Included in Medical,Included in Medical,500,17009,10,547.07,592.24,640.09,810.06,759.54,804.71,852.56,1022.53,972.01,1017.18,1065.03,1235,750,25,750,1,3,6,75,35,334.6,350.66,379.77,427.62,597.59,908.09,212.47,669.2,759.54,855.24,1195.18,1816.18,20,75,25,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,881.67,972.01,1067.71,1407.65,1094.14,1184.48,1280.18,1620.12,1306.61,1396.94,1492.65,1832.59,0,0,Included in Medical,Included in Medical,500,17017,10,547.07,592.24,640.09,810.06,759.54,804.71,852.56,1022.53,972.01,1017.18,1065.03,1235,750,25,750,1,3,6,75,35,334.6,350.66,379.77,427.62,597.59,908.09,212.47,669.2,759.54,855.24,1195.18,1816.18,20,75,25,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,881.67,972.01,1067.71,1407.65,1094.14,1184.48,1280.18,1620.12,1306.61,1396.94,1492.65,1832.59,0,0,Included in Medical,Included in Medical,500,17017,10,547.07,592.24,640.09,810.06,759.54,804.71,852.56,1022.53,972.01,1017.18,1065.03,1235,750,25,750,1,3,6,75,35,334.6,350.66,379.77,427.62,597.59,908.09,212.47,669.2,759.54,855.24,1195.18,1816.18,20,75,25,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,881.67,972.01,1067.71,1407.65,1094.14,1184.48,1280.18,1620.12,1306.61,1396.94,1492.65,1832.59,0,0,Included in Medical,Included in Medical,500,17001,10,547.07,592.24,640.09,810.06,759.54,804.71,852.56,1022.53,972.01,1017.18,1065.03,1235,750,25,750,1,3,6,75,35,334.6,350.66,379.77,427.62,597.59,908.09,212.47,669.2,759.54,855.24,1195.18,1816.18,20,75,25,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Coventry Health Care,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,429.35,473.35,519.95,685.51,532.81,576.81,623.42,788.98,636.29,680.29,726.89,892.44,0,0,Included in Medical,Included in Medical,0,17009,0,266.4,288.4,311.71,394.49,369.88,391.88,415.18,497.96,473.34,495.34,518.65,601.42,0,0,6,12,6,12,0,0,162.94,170.76,184.94,208.24,291.02,442.23,103.47,325.88,369.88,416.48,582.04,884.46,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Coventry Health Care,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,429.35,473.35,519.95,685.51,532.81,576.81,623.42,788.98,636.29,680.29,726.89,892.44,0,0,Included in Medical,Included in Medical,0,17009,0,266.4,288.4,311.71,394.49,369.88,391.88,415.18,497.96,473.34,495.34,518.65,601.42,0,0,6,12,6,12,0,0,162.94,170.76,184.94,208.24,291.02,442.23,103.47,325.88,369.88,416.48,582.04,884.46,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Coventry Health Care,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,429.35,473.35,519.95,685.51,532.81,576.81,623.42,788.98,636.29,680.29,726.89,892.44,0,0,Included in Medical,Included in Medical,0,17017,0,266.4,288.4,311.71,394.49,369.88,391.88,415.18,497.96,473.34,495.34,518.65,601.42,0,0,6,12,6,12,0,0,162.94,170.76,184.94,208.24,291.02,442.23,103.47,325.88,369.88,416.48,582.04,884.46,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Coventry Health Care,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,429.35,473.35,519.95,685.51,532.81,576.81,623.42,788.98,636.29,680.29,726.89,892.44,0,0,Included in Medical,Included in Medical,0,17017,0,266.4,288.4,311.71,394.49,369.88,391.88,415.18,497.96,473.34,495.34,518.65,601.42,0,0,6,12,6,12,0,0,162.94,170.76,184.94,208.24,291.02,442.23,103.47,325.88,369.88,416.48,582.04,884.46,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Coventry Health Care,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,429.35,473.35,519.95,685.51,532.81,576.81,623.42,788.98,636.29,680.29,726.89,892.44,0,0,Included in Medical,Included in Medical,0,17001,0,266.4,288.4,311.71,394.49,369.88,391.88,415.18,497.96,473.34,495.34,518.65,601.42,0,0,6,12,6,12,0,0,162.94,170.76,184.94,208.24,291.02,442.23,103.47,325.88,369.88,416.48,582.04,884.46,0,0,0,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,818.56,902.44,991.29,1306.91,1015.83,1099.72,1188.56,1504.18,1213.11,1296.99,1385.83,1701.45,0,0,Included in Medical,Included in Medical,500,17009,10,507.91,549.86,594.28,752.09,705.19,747.13,791.55,949.36,902.46,944.4,988.82,1146.63,750,30,4,8,6,12,30,35,310.64,325.56,352.59,397.01,554.82,843.1,197.27,621.29,705.18,794.02,1109.64,1686.2,30,60,30,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,818.56,902.44,991.29,1306.91,1015.83,1099.72,1188.56,1504.18,1213.11,1296.99,1385.83,1701.45,0,0,Included in Medical,Included in Medical,500,17009,10,507.91,549.86,594.28,752.09,705.19,747.13,791.55,949.36,902.46,944.4,988.82,1146.63,750,30,4,8,6,12,30,35,310.64,325.56,352.59,397.01,554.82,843.1,197.27,621.29,705.18,794.02,1109.64,1686.2,30,60,30,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,818.56,902.44,991.29,1306.91,1015.83,1099.72,1188.56,1504.18,1213.11,1296.99,1385.83,1701.45,0,0,Included in Medical,Included in Medical,500,17017,10,507.91,549.86,594.28,752.09,705.19,747.13,791.55,949.36,902.46,944.4,988.82,1146.63,750,30,4,8,6,12,30,35,310.64,325.56,352.59,397.01,554.82,843.1,197.27,621.29,705.18,794.02,1109.64,1686.2,30,60,30,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,818.56,902.44,991.29,1306.91,1015.83,1099.72,1188.56,1504.18,1213.11,1296.99,1385.83,1701.45,0,0,Included in Medical,Included in Medical,500,17017,10,507.91,549.86,594.28,752.09,705.19,747.13,791.55,949.36,902.46,944.4,988.82,1146.63,750,30,4,8,6,12,30,35,310.64,325.56,352.59,397.01,554.82,843.1,197.27,621.29,705.18,794.02,1109.64,1686.2,30,60,30,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,818.56,902.44,991.29,1306.91,1015.83,1099.72,1188.56,1504.18,1213.11,1296.99,1385.83,1701.45,0,0,Included in Medical,Included in Medical,500,17001,10,507.91,549.86,594.28,752.09,705.19,747.13,791.55,949.36,902.46,944.4,988.82,1146.63,750,30,4,8,6,12,30,35,310.64,325.56,352.59,397.01,554.82,843.1,197.27,621.29,705.18,794.02,1109.64,1686.2,30,60,30,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,538.17,593.3,651.73,859.23,667.86,723,781.42,988.92,797.55,852.69,911.1,1118.6,0,0,Included in Medical,Included in Medical,300,17009,25,333.93,361.5,390.71,494.46,463.62,491.19,520.4,624.15,593.3,620.88,650.08,753.83,30,30,5,10,6,12,75,50,204.24,214.04,231.81,261.02,364.77,554.29,129.69,408.48,463.62,522.04,729.54,1108.59,60,70,30,1,18,1,25,42,2,1,2,1,12,1,9
